text,label
"👏 product quality chala bagundi, so definitely recommend chestha.",positive
"🙂 food average ga undi, so it was fine.",neutral
"treatment effective ga undi, so worth the money. 👏",positive
"😊 refund process slow ga undi still price worth anipinchindi, so happy with the service.",positive
"food taste super ga undi, so overall very satisfied. 😊",positive
"delivery fast ga vachindi, so definitely recommend chestha. 🔥",positive
"🤦 food cold ga serve chesaru, so not worth the money.",negative
"🙂 quality average ga undi, so nothing much to say.",neutral
"👎 food cold ga serve chesaru, so inka try cheyanu.",negative
"product damaged ga vachindi, so very bad experience. 🤦",negative
"🤔 time pass movie, so average experience overall.",neutral
"staff rude ga behave chesaru however treatment effective ga undi, so definitely recommend chestha. 💯",positive
"food cold ga serve chesaru, so totally disappointed. 😤",negative
"😡 price worth anipinchindi kani customer support respond cheyyaledu, so not worth the money.",negative
"food cold ga serve chesaru kani staff friendly ga behave chesaru, so worth the money. 👏",positive
"waiting time chala ekkuva undi, so totally disappointed. 🤦",negative
"😐 experience normal ga undi, so nothing much to say.",neutral
"😠 billing charges ekkuva anipinchayi, so very bad experience.",negative
"😊 price worth anipinchindi, so worth the money.",positive
"😐 quality average ga undi, so it was fine.",neutral
"😤 customer support respond cheyyaledu, so inka try cheyanu.",negative
"waiting time chala ekkuva undi, so very bad experience. 😡",negative
"👎 customer support respond cheyyaledu, so totally disappointed.",negative
"staff rude ga behave chesaru still staff caring ga behave chesaru, so overall very satisfied. 😊",positive
"👏 waiting time chala ekkuva undi but doctors polite ga matladaru, so worth the money.",positive
"second half boring ga undi however acting excellent ga chesaru, so definitely recommend chestha. 👍",positive
"delivery fast ga vachindi, so definitely recommend chestha. 😊",positive
"quality average ga undi, so nothing much to say. 😶",neutral
"food taste super ga undi, so happy with the service. 👍",positive
"price worth anipinchindi, so happy with the service. 👏",positive
"service quick ga undi, so overall very satisfied. 🔥",positive
"packaging neat ga undi, so happy with the service. 😍",positive
"😤 second half boring ga undi, so not worth the money.",negative
"staff friendly ga behave chesaru, so overall very satisfied. 👏",positive
"price ekkuva anipinchindi, so totally disappointed. 💔",negative
"🙂 service okay ga undi, so it was fine.",neutral
"food taste super ga undi, so definitely recommend chestha. 😊",positive
"👎 billing charges ekkuva anipinchayi, so totally disappointed.",negative
"😤 refund process slow ga undi, so inka try cheyanu.",negative
"music chala bagundi, so definitely recommend chestha. 👍",positive
"🙂 service normal ga undi, so nothing much to say.",neutral
"experience normal ga undi, so average experience overall. 🤔",neutral
"treatment effective ga undi still staff rude ga behave chesaru, so very bad experience. 💔",negative
"food average ga undi, so it was fine. 😶",neutral
"💔 food cold ga serve chesaru, so very bad experience.",negative
"🤦 refund process slow ga undi, so not worth the money.",negative
"staff friendly ga behave chesaru however service slow ga undi, so not worth the money. 👎",negative
"treatment okay ga undi, so nothing much to say. 🤔",neutral
"service okay ga undi, so it was fine. 😐",neutral
"🙂 quality average ga undi, so it was fine.",neutral
"🤦 product damaged ga vachindi, so inka try cheyanu.",negative
"😤 staff rude ga behave chesaru, so inka try cheyanu.",negative
"product damaged ga vachindi, so totally disappointed. 😠",negative
"😍 food taste super ga undi, so happy with the service.",positive
"treatment effective ga undi, so worth the money. 😍",positive
"acting excellent ga chesaru kani length ekkuva undi, so inka try cheyanu. 👎",negative
"story weak ga undi kani music chala bagundi, so happy with the service. 👍",positive
"service okay ga undi, so average experience overall. 😶",neutral
"🔥 packaging neat ga undi, so overall very satisfied.",positive
"food cold ga serve chesaru but food taste super ga undi, so definitely recommend chestha. 😍",positive
"billing charges ekkuva anipinchayi, so inka try cheyanu. 👎",negative
"experience normal ga undi, so it was fine. 🤔",neutral
"waiting time chala ekkuva undi kani staff caring ga behave chesaru, so happy with the service. 😊",positive
"🙂 quality average ga undi, so it was fine.",neutral
"staff rude ga behave chesaru, so totally disappointed. 😡",negative
"😠 waiting time chala ekkuva undi, so not worth the money.",negative
"💔 service quick ga undi kani price ekkuva anipinchindi, so very bad experience.",negative
"👏 billing charges ekkuva anipinchayi still doctors polite ga matladaru, so overall very satisfied.",positive
"doctors polite ga matladaru, so definitely recommend chestha. 👍",positive
"customer support respond cheyyaledu, so not worth the money. 😠",negative
"price worth anipinchindi, so definitely recommend chestha. 🔥",positive
"😍 length ekkuva undi kani music chala bagundi, so definitely recommend chestha.",positive
"😐 experience normal ga undi, so nothing much to say.",neutral
"treatment effective ga undi, so overall very satisfied. 👏",positive
"👎 staff friendly ga behave chesaru but service slow ga undi, so not worth the money.",negative
"music chala bagundi, so definitely recommend chestha. 💯",positive
"story interesting ga undi, so overall very satisfied. 😊",positive
"price ekkuva anipinchindi, so totally disappointed. 😤",negative
"💯 music chala bagundi, so definitely recommend chestha.",positive
"😍 service slow ga undi but staff friendly ga behave chesaru, so definitely recommend chestha.",positive
"👍 service slow ga undi however staff friendly ga behave chesaru, so worth the money.",positive
"movie okay ga undi, so average experience overall. 🤔",neutral
"staff friendly ga behave chesaru, so definitely recommend chestha. 😍",positive
"price worth anipinchindi, so happy with the service. 😊",positive
"doctors polite ga matladaru, so overall very satisfied. 👏",positive
"staff friendly ga behave chesaru, so definitely recommend chestha. 🔥",positive
"acting excellent ga chesaru, so overall very satisfied. 💯",positive
"💔 price ekkuva anipinchindi, so totally disappointed.",negative
"😤 waiting time chala ekkuva undi, so inka try cheyanu.",negative
"service quick ga undi, so definitely recommend chestha. 🔥",positive
"😊 service slow ga undi but food taste super ga undi, so happy with the service.",positive
"staff caring ga behave chesaru, so overall very satisfied. 👍",positive
"😡 staff friendly ga behave chesaru however service slow ga undi, so not worth the money.",negative
"product quality chala bagundi, so overall very satisfied. 😍",positive
"👍 delivery fast ga vachindi, so definitely recommend chestha.",positive
"😐 movie okay ga undi, so it was fine.",neutral
"👏 acting excellent ga chesaru, so overall very satisfied.",positive
"staff rude ga behave chesaru, so very bad experience. 👎",negative
"👎 billing charges ekkuva anipinchayi, so totally disappointed.",negative
"👍 doctors polite ga matladaru, so worth the money.",positive
"😍 treatment effective ga undi, so happy with the service.",positive
"👏 delivery fast ga vachindi, so definitely recommend chestha.",positive
"story weak ga undi, so not worth the money. 😡",negative
"💯 packaging neat ga undi, so worth the money.",positive
"delivery fast ga vachindi, so overall very satisfied. 😊",positive
"😠 treatment effective ga undi still billing charges ekkuva anipinchayi, so not worth the money.",negative
"😊 price ekkuva anipinchindi however staff friendly ga behave chesaru, so definitely recommend chestha.",positive
"treatment effective ga undi, so worth the money. 😊",positive
"treatment okay ga undi, so average experience overall. 😐",neutral
"product okay ga undi, so average experience overall. 🙂",neutral
"🤔 time pass movie, so it was fine.",neutral
"delivery fast ga vachindi however product damaged ga vachindi, so inka try cheyanu. 😤",negative
"acting excellent ga chesaru, so definitely recommend chestha. 💯",positive
"packaging neat ga undi still customer support respond cheyyaledu, so inka try cheyanu. 😡",negative
"experience average, so nothing much to say. 😐",neutral
"🤔 food average ga undi, so average experience overall.",neutral
"😤 staff friendly ga behave chesaru but price ekkuva anipinchindi, so not worth the money.",negative
"billing charges ekkuva anipinchayi kani treatment effective ga undi, so overall very satisfied. 😍",positive
"service normal ga undi, so nothing much to say. 🙂",neutral
"story interesting ga undi kani second half boring ga undi, so very bad experience. 🤦",negative
"🤦 billing charges ekkuva anipinchayi, so inka try cheyanu.",negative
"quality average ga undi, so it was fine. 😶",neutral
"acting excellent ga chesaru, so overall very satisfied. 💯",positive
"💔 delivery fast ga vachindi but customer support respond cheyyaledu, so totally disappointed.",negative
"😍 product quality chala bagundi, so happy with the service.",positive
"😤 waiting time chala ekkuva undi, so inka try cheyanu.",negative
"quality average ga undi, so it was fine. 😐",neutral
"😊 staff friendly ga behave chesaru, so worth the money.",positive
"experience average, so it was fine. 🙂",neutral
"doctors polite ga matladaru kani staff rude ga behave chesaru, so very bad experience. 😠",negative
"food taste super ga undi, so definitely recommend chestha. 😊",positive
"🔥 story interesting ga undi, so definitely recommend chestha.",positive
"😊 service slow ga undi still food taste super ga undi, so definitely recommend chestha.",positive
"waiting time chala ekkuva undi, so very bad experience. 😡",negative
"price ekkuva anipinchindi, so not worth the money. 😡",negative
"service quick ga undi however service slow ga undi, so not worth the money. 👎",negative
"staff friendly ga behave chesaru still food cold ga serve chesaru, so inka try cheyanu. 💔",negative
"treatment effective ga undi but billing charges ekkuva anipinchayi, so very bad experience. 🤦",negative
"💯 treatment effective ga undi, so worth the money.",positive
"😤 price worth anipinchindi but refund process slow ga undi, so very bad experience.",negative
"second half boring ga undi kani story interesting ga undi, so happy with the service. 😊",positive
"😊 delivery fast ga vachindi, so definitely recommend chestha.",positive
"food average ga undi, so nothing much to say. 🙂",neutral
"😡 food cold ga serve chesaru, so inka try cheyanu.",negative
"😊 music chala bagundi, so worth the money.",positive
"treatment effective ga undi, so definitely recommend chestha. 🔥",positive
"billing charges ekkuva anipinchayi, so inka try cheyanu. 🤦",negative
"😍 food taste super ga undi, so overall very satisfied.",positive
"💯 story interesting ga undi, so worth the money.",positive
"delivery chala late ayindi, so totally disappointed. 💔",negative
"💔 delivery fast ga vachindi however refund process slow ga undi, so not worth the money.",negative
"service quick ga undi kani food cold ga serve chesaru, so not worth the money. 👎",negative
"doctors polite ga matladaru, so definitely recommend chestha. 😍",positive
"service quick ga undi, so overall very satisfied. 😊",positive
"music chala bagundi, so happy with the service. 😊",positive
"😤 packaging neat ga undi but product damaged ga vachindi, so very bad experience.",negative
"🤦 product damaged ga vachindi, so not worth the money.",negative
"refund process slow ga undi, so totally disappointed. 🤦",negative
"price worth anipinchindi, so definitely recommend chestha. 😊",positive
"😊 product quality chala bagundi, so definitely recommend chestha.",positive
"💔 second half boring ga undi, so very bad experience.",negative
"💔 staff rude ga behave chesaru, so inka try cheyanu.",negative
"👏 service quick ga undi, so overall very satisfied.",positive
"👎 food taste super ga undi but price ekkuva anipinchindi, so very bad experience.",negative
"🤦 second half boring ga undi, so totally disappointed.",negative
"😊 service quick ga undi, so worth the money.",positive
"acting excellent ga chesaru, so worth the money. 👏",positive
"😶 treatment okay ga undi, so it was fine.",neutral
"🙂 quality average ga undi, so nothing much to say.",neutral
"😊 staff caring ga behave chesaru, so worth the money.",positive
"👎 music chala bagundi still second half boring ga undi, so very bad experience.",negative
"treatment effective ga undi, so worth the money. 🔥",positive
"second half boring ga undi, so inka try cheyanu. 😡",negative
"😤 length ekkuva undi, so totally disappointed.",negative
"billing charges ekkuva anipinchayi, so not worth the money. 🤦",negative
"😠 billing charges ekkuva anipinchayi, so inka try cheyanu.",negative
"refund process slow ga undi, so not worth the money. 😠",negative
"staff friendly ga behave chesaru, so happy with the service. 👏",positive
"👎 length ekkuva undi, so not worth the money.",negative
"😠 product damaged ga vachindi, so inka try cheyanu.",negative
"😐 movie okay ga undi, so nothing much to say.",neutral
"food average ga undi, so average experience overall. 🤔",neutral
"😶 experience normal ga undi, so it was fine.",neutral
"delivery fast ga vachindi, so worth the money. 🔥",positive
"waiting time chala ekkuva undi, so very bad experience. 💔",negative
"😡 food cold ga serve chesaru, so totally disappointed.",negative
"😠 product quality chala bagundi kani refund process slow ga undi, so very bad experience.",negative
"🔥 acting excellent ga chesaru, so definitely recommend chestha.",positive
"😊 acting excellent ga chesaru, so overall very satisfied.",positive
"👎 music chala bagundi however second half boring ga undi, so inka try cheyanu.",negative
"delivery fast ga vachindi, so overall very satisfied. 😍",positive
"length ekkuva undi, so inka try cheyanu. 🤦",negative
"food taste super ga undi, so definitely recommend chestha. 👏",positive
"product quality chala bagundi, so definitely recommend chestha. 👏",positive
"product damaged ga vachindi however price worth anipinchindi, so happy with the service. 🔥",positive
"treatment effective ga undi, so happy with the service. 👏",positive
"price worth anipinchindi, so overall very satisfied. 😊",positive
"staff friendly ga behave chesaru, so worth the money. 🔥",positive
"😶 movie okay ga undi, so nothing much to say.",neutral
"product okay ga undi, so nothing much to say. 🙂",neutral
"🤔 food average ga undi, so average experience overall.",neutral
"💯 staff caring ga behave chesaru, so worth the money.",positive
"staff friendly ga behave chesaru, so definitely recommend chestha. 😍",positive
"delivery chala late ayindi, so not worth the money. 💔",negative
"🤦 second half boring ga undi, so inka try cheyanu.",negative
"story average ga undi, so average experience overall. 😐",neutral
"💯 story interesting ga undi, so overall very satisfied.",positive
"😍 delivery chala late ayindi however delivery fast ga vachindi, so overall very satisfied.",positive
"💔 food taste super ga undi kani food cold ga serve chesaru, so totally disappointed.",negative
"service normal ga undi, so average experience overall. 😐",neutral
"😠 length ekkuva undi, so very bad experience.",negative
"waiting time chala ekkuva undi, so inka try cheyanu. 🤦",negative
"😊 acting excellent ga chesaru, so definitely recommend chestha.",positive
"second half boring ga undi but acting excellent ga chesaru, so worth the money. 👍",positive
"food cold ga serve chesaru, so not worth the money. 💔",negative
"👎 second half boring ga undi, so not worth the money.",negative
"doctors polite ga matladaru, so worth the money. 💯",positive
"doctors polite ga matladaru, so happy with the service. 💯",positive
"experience normal ga undi, so average experience overall. 😐",neutral
"🔥 packaging neat ga undi, so definitely recommend chestha.",positive
"😶 experience normal ga undi, so nothing much to say.",neutral
"😤 staff caring ga behave chesaru but billing charges ekkuva anipinchayi, so not worth the money.",negative
"👏 story interesting ga undi, so worth the money.",positive
"price ekkuva anipinchindi but service quick ga undi, so happy with the service. 😍",positive
"😤 story weak ga undi, so totally disappointed.",negative
"treatment okay ga undi, so it was fine. 🤔",neutral
"food taste super ga undi, so happy with the service. 👏",positive
"😐 time pass movie, so it was fine.",neutral
"experience average, so average experience overall. 🙂",neutral
"food taste super ga undi, so definitely recommend chestha. 👍",positive
"second half boring ga undi, so inka try cheyanu. 😠",negative
"😠 service slow ga undi, so not worth the money.",negative
"food cold ga serve chesaru, so very bad experience. 👎",negative
"😍 food cold ga serve chesaru kani service quick ga undi, so overall very satisfied.",positive
"food average ga undi, so average experience overall. 🤔",neutral
"length ekkuva undi kani music chala bagundi, so worth the money. 💯",positive
"second half boring ga undi, so inka try cheyanu. 👎",negative
"length ekkuva undi, so inka try cheyanu. 👎",negative
"acting excellent ga chesaru, so definitely recommend chestha. 💯",positive
"😊 waiting time chala ekkuva undi however treatment effective ga undi, so definitely recommend chestha.",positive
"service normal ga undi, so nothing much to say. 🙂",neutral
"💔 second half boring ga undi, so not worth the money.",negative
"waiting time chala ekkuva undi, so totally disappointed. 😡",negative
"😤 food cold ga serve chesaru, so very bad experience.",negative
"food cold ga serve chesaru, so inka try cheyanu. 🤦",negative
"customer support respond cheyyaledu still price worth anipinchindi, so overall very satisfied. 👍",positive
"😍 staff rude ga behave chesaru but doctors polite ga matladaru, so worth the money.",positive
"👍 staff friendly ga behave chesaru, so worth the money.",positive
"delivery chala late ayindi, so very bad experience. 💔",negative
"staff friendly ga behave chesaru, so worth the money. 👏",positive
"😤 packaging neat ga undi kani product damaged ga vachindi, so not worth the money.",negative
"😠 story weak ga undi, so very bad experience.",negative
"😶 time pass movie, so it was fine.",neutral
"food taste super ga undi still service slow ga undi, so inka try cheyanu. 😠",negative
"💔 treatment effective ga undi but billing charges ekkuva anipinchayi, so totally disappointed.",negative
"👏 acting excellent ga chesaru, so overall very satisfied.",positive
"service okay ga undi, so it was fine. 😶",neutral
"food taste super ga undi but price ekkuva anipinchindi, so not worth the money. 😤",negative
"🤔 product okay ga undi, so average experience overall.",neutral
"doctors polite ga matladaru, so overall very satisfied. 😍",positive
"😤 staff rude ga behave chesaru, so inka try cheyanu.",negative
"waiting time chala ekkuva undi, so very bad experience. 😡",negative
"refund process slow ga undi, so not worth the money. 😤",negative
"😐 movie okay ga undi, so nothing much to say.",neutral
"🤦 story weak ga undi, so totally disappointed.",negative
"product quality chala bagundi however product damaged ga vachindi, so inka try cheyanu. 😤",negative
"service quick ga undi kani food cold ga serve chesaru, so totally disappointed. 😠",negative
"service slow ga undi, so not worth the money. 💔",negative
"😡 length ekkuva undi, so not worth the money.",negative
"💯 delivery fast ga vachindi, so worth the money.",positive
"🤦 price worth anipinchindi kani product damaged ga vachindi, so totally disappointed.",negative
"😤 length ekkuva undi, so very bad experience.",negative
"👏 service quick ga undi, so worth the money.",positive
"treatment okay ga undi, so it was fine. 😶",neutral
"staff rude ga behave chesaru, so totally disappointed. 👎",negative
"service quick ga undi kani food cold ga serve chesaru, so totally disappointed. 🤦",negative
"🔥 billing charges ekkuva anipinchayi still staff caring ga behave chesaru, so overall very satisfied.",positive
"💯 refund process slow ga undi still packaging neat ga undi, so worth the money.",positive
"👍 story interesting ga undi, so worth the money.",positive
"😡 length ekkuva undi, so inka try cheyanu.",negative
"delivery normal time lo vachindi, so average experience overall. 🙂",neutral
"staff friendly ga behave chesaru, so happy with the service. 😍",positive
"💔 delivery chala late ayindi, so inka try cheyanu.",negative
"packaging neat ga undi, so worth the money. 💯",positive
"😡 length ekkuva undi, so totally disappointed.",negative
"acting excellent ga chesaru, so definitely recommend chestha. 🔥",positive
"🔥 price worth anipinchindi, so worth the money.",positive
"staff rude ga behave chesaru, so not worth the money. 🤦",negative
"staff friendly ga behave chesaru, so worth the money. 😍",positive
"experience average, so average experience overall. 😶",neutral
"👍 doctors polite ga matladaru, so worth the money.",positive
"story interesting ga undi, so definitely recommend chestha. 👏",positive
"staff caring ga behave chesaru, so overall very satisfied. 😊",positive
"billing charges ekkuva anipinchayi, so not worth the money. 💔",negative
"product damaged ga vachindi, so very bad experience. 😡",negative
"service slow ga undi, so inka try cheyanu. 😤",negative
"treatment effective ga undi, so worth the money. 😊",positive
"💯 price ekkuva anipinchindi still food taste super ga undi, so overall very satisfied.",positive
"service quick ga undi still service slow ga undi, so inka try cheyanu. 😤",negative
"🤦 length ekkuva undi, so not worth the money.",negative
"🤔 product okay ga undi, so nothing much to say.",neutral
"experience normal ga undi, so average experience overall. 🙂",neutral
"💯 staff caring ga behave chesaru, so overall very satisfied.",positive
"staff friendly ga behave chesaru, so worth the money. 😍",positive
"💔 length ekkuva undi, so not worth the money.",negative
"😍 delivery fast ga vachindi, so happy with the service.",positive
"😍 food taste super ga undi, so happy with the service.",positive
"waiting time chala ekkuva undi, so very bad experience. 😡",negative
"billing charges ekkuva anipinchayi kani staff caring ga behave chesaru, so definitely recommend chestha. 💯",positive
"staff rude ga behave chesaru, so very bad experience. 🤦",negative
"🤦 service slow ga undi, so totally disappointed.",negative
"👏 story weak ga undi but acting excellent ga chesaru, so overall very satisfied.",positive
"delivery fast ga vachindi, so overall very satisfied. 👏",positive
"acting excellent ga chesaru however story weak ga undi, so not worth the money. 😠",negative
"😐 delivery normal time lo vachindi, so average experience overall.",neutral
"😤 price worth anipinchindi however customer support respond cheyyaledu, so not worth the money.",negative
"😐 service normal ga undi, so nothing much to say.",neutral
"👎 product damaged ga vachindi, so inka try cheyanu.",negative
"💔 billing charges ekkuva anipinchayi, so very bad experience.",negative
"💔 story weak ga undi, so not worth the money.",negative
"😐 time pass movie, so average experience overall.",neutral
"staff friendly ga behave chesaru, so definitely recommend chestha. 😊",positive
"time pass movie, so average experience overall. 😐",neutral
"👍 story weak ga undi however acting excellent ga chesaru, so definitely recommend chestha.",positive
"delivery fast ga vachindi, so overall very satisfied. 👏",positive
"🤔 experience normal ga undi, so it was fine.",neutral
"🤦 refund process slow ga undi, so not worth the money.",negative
"😡 waiting time chala ekkuva undi, so very bad experience.",negative
"🔥 product damaged ga vachindi kani product quality chala bagundi, so happy with the service.",positive
"customer support respond cheyyaledu, so not worth the money. 😡",negative
"🔥 doctors polite ga matladaru, so worth the money.",positive
"👏 food cold ga serve chesaru but service quick ga undi, so happy with the service.",positive
"second half boring ga undi, so not worth the money. 🤦",negative
"🤦 story interesting ga undi but story weak ga undi, so inka try cheyanu.",negative
"💯 food taste super ga undi, so overall very satisfied.",positive
"food average ga undi, so nothing much to say. 😶",neutral
"delivery chala late ayindi however packaging neat ga undi, so happy with the service. 🔥",positive
"😶 food average ga undi, so average experience overall.",neutral
"service quick ga undi, so happy with the service. 💯",positive
